sample_size,data_generation,training,metrics,total,data_generation_pct,training_pct,metrics_pct
100,8.805592854817708e-05,0.14085634549458823,0.001255035400390625,0.142199436823527,0.061924245633586186,99.05548758916282,0.882588165203604
300,6.270408630371094e-05,0.451313575108846,0.0019426345825195312,0.45331891377766925,0.013832223716671178,99.55763181109916,0.4285359651841702
500,6.29425048828125e-05,0.5254123210906982,0.00367887814839681,0.5291541417439779,0.011894928134809185,99.2928675487737,0.6952375230914798
1000,6.635983784993489e-05,1.0499022801717122,0.01126535733540853,1.0612339973449707,0.006253082545033053,98.9322131403999,1.0615337770550664
2000,6.961822509765625e-05,1.9766309261322021,0.04156629244486491,2.0182668368021646,0.0034494063831501383,97.93704628591469,2.05950430770217
