         1331522 function calls (1305160 primitive calls) in 1.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/realfield.py:87(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/numbers.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:564(__getitem__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/macholib/framework.py:1(<module>)
     2780    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/algorithms/_comm_hooks/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/analysis/device_info.py:1(<module>)
       58    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ast.py:26(parse)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/nn/utils/_expanded_weights/expanded_weights_utils.py:1(<module>)
      833    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       71    0.000    0.000    0.000    0.000 {built-in method torch._C.impl}
      434    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/autograd/grad_mode.py:184(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/pythonfinitefield.py:1(<module>)
     1674    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:267(isfunction)
      802    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:985(find_spec)
      161    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:1040(_add_member_)
       52    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:743(Optional)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/galoistools.py:1(<module>)
  398/215    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       74    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/pathlib/__init__.py:325(as_posix)
       68    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
        5    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_library/utils.py:61(lookup_op)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/tempfile.py:114(_sanitize_params)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/tempfile.py:314(gettempdir)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/symbol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/tempfile.py:302(_gettempdir)
       14    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/common_op_utils.py:51(_register_default_op)
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_decomp/__init__.py:214(register)
     1177    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/macholib/dylib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/tempfile.py:183(_get_default_tempdir)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/decorator.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_decomp/__init__.py:64(_add_op_to_registry)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharding_spec/chunk_sharding_spec_ops/embedding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/matrices/dense.py:1(<module>)
    82/41    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/sorting.py:10(default_sort_key)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/simplify/combsimp.py:1(<module>)
       73    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_parser.py:98(closegroup)
      920    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.TensorBase' objects}
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1963(__new__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/_ops/init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/complexfield.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:2927(_make_eager_annotate)
      361    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1272(__setattr__)
  149/136    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/cache.py:69(wrapper)
       19    0.000    0.000    0.000    0.000 {built-in method torch._C.define}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_state_dict_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/_sharding_prop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/runtime/runtime_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/libintmath.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {built-in method torch._C._get_operation_overload}
      276    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:2047(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/polyfills/sys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/singleton.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1619(copy_with)
       74    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/pathlib/__init__.py:251(__str__)
      196    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/iterables.py:585(sift)
       34    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/symbol.py:494(__new__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/_redistribute.py:1(<module>)
       65    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:260(_collect_type_parameters)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_appending_byte_serializer.py:1(<module>)
     3694    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       89    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/utils.py:61(reverse_dict)
       89    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/utils.py:83(groupby)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/complexfield.py:48(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/ctx_iv.py:306(__init__)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/_funcs.py:21(_public_functions)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/shard.py:1(<module>)
      200    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/optim/optimizer.py:444(_cuda_graph_capture_health_check)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:519(getmembers)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/beta_functions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_library/infer_schema.py:18(infer_schema)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/api.py:194(ShardedTensor)
      316    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/_ops/_einsum_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/operations.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:477(_getmembers)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/latex.py:1(<module>)
       68    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/__init__.py:183(sub)
       33    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:952(_make_forward_ref)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/python.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/tensor_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/diagonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/visualization.py:1(<module>)
      639    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/ctx_mp_python.py:1014(_wrap_specfun)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/ctx_fp.py:18(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/ctx_manager.py:1(<module>)
     2636    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/intervalmath/interval_arithmetic.py:1(<module>)
      428    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/libmpf.py:291(from_man_exp)
      650    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_ops.py:1130(<lambda>)
      278    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:3813(__getattr__)
     1305    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/strategies/branch/traverse.py:1(<module>)
     2211    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
     2334    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/parallel/fsdp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/ode/lie_group.py:1(<module>)
     2704    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/facts.py:582(_tell)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/gtk.py:1(<module>)
     1311    0.000    0.000    0.000    0.000 <frozen posixpath>:53(normcase)
      778    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/geometry/polygon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/conflict.py:1(<module>)
       66    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/decorators.py:46(deco)
1063/1062    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:974(_cache_bytecode)
     1914    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:1145(__new__)
     1258    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_ops.py:850(__hash__)
       96    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/dataclasses.py:891(_hash_add)
      569    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_config_module.py:87(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:979(set_data)
      237    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/libmpf.py:330(from_int)
     2205    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:821(source_to_code)
       38    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/symbol.py:359(__xnew__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/solvers.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/annotationlib.py:239(__forward_code__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/exporter/_ir_passes.py:1(<module>)
     1300    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_pytree.py:751(_tuple_flatten)
       23    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:128(__call__)
       55    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1211(__init__)
       66    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/decorators.py:52(__sympifyit)
     2314    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/strategies/rl.py:1(<module>)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
  934/929    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/metadata.py:1(<module>)
      200    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/optim/optimizer.py:180(<genexpr>)
       56    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/decorators.py:400(sig_ident)
     2035    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/guards.py:2952(PyExprCSEPass)
     1191    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/libintmath.py:91(python_bitcount)
        5    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_library/custom_ops.py:902(get_library_allowing_overwrite)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/sets/ordinals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/scipy/stats/_axis_nan_policy.py:41(_broadcast_arrays)
       95    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/sympify.py:124(sympify)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharding_plan/api.py:1(<module>)
       45    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/symbolic_helper.py:1835(_apply)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/dicts.py:1(<module>)
      200    0.000    0.000    0.000    0.000 {method 'expand' of 'torch._C.TensorBase' objects}
      402    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/eval_frame.py:148(_maybe_set_eval_frame)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/src/dgps.py:76(generate)
      193    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/simplify/radsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/integerring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/polynomialring.py:1(<module>)
     1738    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       28    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_compiler.py:525(_compile_info)
     3907    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:2735(kind)
      192    0.000    0.000    0.000    0.000 <frozen _collections_abc>:792(get)
      382    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/registration.py:130(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/metrics_context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/spherical_harmonics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/importlib/__init__.py:63(invalidate_caches)
       89    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/ctx_mp.py:96(init_builtins)
      226    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:2061(_signature_is_functionlike)
       23    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_contextlib.py:72(context_decorator)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/cache_size.py:1(<module>)
     2000    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       69    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/symbolic_helper.py:430(decorator)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1205(invalidate_caches)
      404    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_VF.py:27(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/assumptions/ask.py:21(AssumptionKeys)
     2064    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/_ufuncs.py:67(deco_binary_ufunc)
     2205    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
     2926    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:2723(name)
     1762    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/autograd/function.py:337(__init__)
       68    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      806    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/dataclasses.py:599(_init_param)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/_layout.py:42(get_layout)
        9    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/__init__.py:2741(__getattr__)
      376    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:77(_is_private)
     1663    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/nn/modules/linear.py:117(reset_parameters)
       71    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_compiler.py:248(_optimize_charset)
       27    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_logging/_internal.py:609(getArtifactLogger)
      964    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/utils.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/piecewise.py:1(<module>)
     1193    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_runtime_utils.py:1(<module>)
       21    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/op_registry_utils.py:1(<module>)
       31    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_library/autograd.py:99(<genexpr>)
