sample_size,n_experiments,baseline_time_sec,optimized_time_sec,baseline_time_min,optimized_time_min,speedup,time_saved_sec,percent_saved
100,50,29.416855096817017,14.397573947906494,0.4902809182802836,0.23995956579844158,2.0431813862011405,15.019281148910522,51.056719351810145
300,50,122.66355919837952,27.40323305130005,2.0443926533063252,0.4567205508550008,4.476244061010902,95.26032614707947,77.65984190383571
500,50,69.38132405281067,33.64203190803528,1.1563554008801777,0.560700531800588,2.0623404746322467,35.73929214477539,51.511401133786194
1000,50,102.08015584945679,50.72393488883972,1.7013359308242797,0.8453989148139953,2.012465240978701,51.356220960617065,50.309700777058865
2000,50,147.1530351638794,110.42961382865906,2.4525505860646564,1.8404935638109843,1.3325504822664676,36.72342133522034,24.95593875744574
