generator,sample_size,replication,training_time,final_loss,final_term1,final_term2,n_epochs,mmd,two_sample_min_p,two_sample_mean_p,two_sample_rejected,mean_distance,cov_frobenius,cov_trace
"Normal(μ=0, σ=1)",100,0,3.394596815109253,0.5212756395339966,0.982291579246521,0.9220319390296936,200,0.0,0.8154147124661313,0.8154147124661313,0,0.053633175790309906,0.1863640908848111,0.1863640908848111
"Normal(μ=0, σ=1)",100,1,1.9077320098876953,0.6000812649726868,1.0736123323440552,0.9470622539520264,189,0.0,0.9084105017744525,0.9084105017744525,0,0.032426171004772186,0.35501013460225983,0.35501013460225983
"Normal(μ=0, σ=1)",100,2,2.0320918560028076,0.5783225297927856,1.0942796468734741,1.0319141149520874,200,0.0,0.8154147124661313,0.8154147124661313,0,0.03496149927377701,0.40203591260875604,0.40203591260875604
"Normal(μ=0, σ=1)",100,3,1.9743397235870361,0.593091607093811,1.115296483039856,1.0444097518920898,200,0.04297976555920648,0.7020569828664881,0.7020569828664881,0,0.010611332952976227,0.49434758705883075,0.49434758705883075
"Normal(μ=0, σ=1)",100,4,2.014073133468628,0.6049570441246033,1.1109272241592407,1.0119404792785645,200,0.14088502768546396,0.2819416298082479,0.2819416298082479,0,0.03393475338816643,0.41924041373446796,0.41924041373446796
"Normal(μ=0, σ=1)",100,5,2.0192010402679443,0.5375958681106567,1.006462812423706,0.9377338886260986,200,0.0,0.469506448503778,0.469506448503778,0,0.08683556318283081,0.0026156533763224132,0.0026156533763224132
"Normal(μ=0, σ=1)",100,6,2.0123329162597656,0.6141322255134583,0.9923622012138367,0.7564598321914673,200,0.20053550251028274,0.1548386665118475,0.1548386665118475,0,0.013980209827423096,0.8567633839589525,0.8567633839589525
"Normal(μ=0, σ=1)",100,7,3.3480610847473145,0.6010981202125549,1.085539698600769,0.9688830375671387,200,0.033423875310812125,0.469506448503778,0.469506448503778,0,0.10948697477579117,0.4259303662784013,0.4259303662784013
"Normal(μ=0, σ=1)",100,8,2.070423126220703,0.5968191027641296,1.0832805633544922,0.9729229807853699,200,0.05769835524914228,0.469506448503778,0.469506448503778,0,0.14140193164348602,0.4395571155005076,0.4395571155005076
"Normal(μ=0, σ=1)",100,9,2.0594983100891113,0.6040993332862854,1.1100053787231445,1.0118119716644287,200,0.0,0.469506448503778,0.469506448503778,0,0.07691320776939392,0.04582316942322806,0.04582316942322806
"Normal(μ=0, σ=1)",300,0,4.894143104553223,0.5445947861671447,1.085957751274109,1.082726066907247,153,0.0,0.65357468169842,0.65357468169842,0,0.04473409429192543,0.0902937953433528,0.0902937953433528
"Normal(μ=0, σ=1)",300,1,3.5463569164276123,0.5733792980511984,1.1192563279469807,1.091754059791565,117,0.0,0.7220634112888834,0.7220634112888834,0,0.05531288683414459,0.18701355415650145,0.18701355415650145
"Normal(μ=0, σ=1)",300,2,3.5680336952209473,0.5752640390396118,1.135162625312805,1.1197970533370971,115,0.0,0.9414474696413693,0.9414474696413693,0,0.014168843626976013,0.09847586108227668,0.09847586108227668
"Normal(μ=0, σ=1)",300,3,3.0101699829101562,0.5665259663263956,1.0978956000010172,1.062739249865214,94,0.0,0.65357468169842,0.65357468169842,0,0.10459490120410919,0.19553696946446886,0.19553696946446886
"Normal(μ=0, σ=1)",300,4,4.867763042449951,0.5385737522443136,1.0689103635152182,1.0606733242670694,112,0.0,0.7879453299387805,0.7879453299387805,0,0.02519848197698593,0.006312420880115188,0.006312420880115188
"Normal(μ=0, σ=1)",300,5,2.917116165161133,0.5289083242416381,1.0437106116612753,1.0296046415964761,94,0.038002373432597845,0.65357468169842,0.65357468169842,0,0.008527174592018127,0.12581893006274036,0.12581893006274036
"Normal(μ=0, σ=1)",300,6,3.0433847904205322,0.5520005504290263,1.0878346236546834,1.0716682481765747,102,0.050774476623156664,0.34165950354815394,0.34165950354815394,0,0.06042970344424248,0.14240996247722237,0.14240996247722237
"Normal(μ=0, σ=1)",300,7,3.86179780960083,0.5895039327939351,1.1515139961242675,1.124020161628723,128,0.0,0.3958302746926979,0.3958302746926979,0,0.11560115218162537,0.1734527456140641,0.1734527456140641
"Normal(μ=0, σ=1)",300,8,3.8378000259399414,0.5695883504549663,1.127103141148885,1.1150296831130981,128,0.0,0.4548928024568597,0.4548928024568597,0,0.06215637922286987,0.009296225544045189,0.009296225544045189
