generator,sample_size,replication,training_time,final_loss,final_term1,final_term2,n_epochs,mmd,two_sample_min_p,two_sample_mean_p,two_sample_rejected,mean_distance,cov_frobenius,cov_trace
"Normal(μ=0, σ=1)",100,0,6.130187034606934,0.5901642441749573,1.0666431188583374,0.9529576301574707,200,0.11691851161093497,0.2819416298082479,0.2819416298082479,0,0.04921448230743408,0.4653190978769236,0.4653190978769236
"Normal(μ=0, σ=1)",100,1,1.893395185470581,0.4827844202518463,0.913179874420166,0.8607909679412842,200,0.0,0.36818778606286096,0.36818778606286096,0,0.0582122877240181,0.3216898105148198,0.3216898105148198
"Normal(μ=0, σ=1)",100,2,2.071929693222046,0.6242262125015259,1.139379858970642,1.0303072929382324,200,0.04910892349254585,0.5830090612540064,0.5830090612540064,0,0.03940775617957115,0.5347559433011393,0.5347559433011393
"Normal(μ=0, σ=1)",100,3,1.9755938053131104,0.5464407205581665,0.9631818532943726,0.8334823846817017,200,0.12275270010392192,0.36818778606286096,0.36818778606286096,0,0.09772123396396637,0.4547319137339458,0.4547319137339458
"Normal(μ=0, σ=1)",100,4,5.97451114654541,0.5812570452690125,0.8718200922012329,0.5811260342597961,200,0.2120036461733721,0.015577131622877688,0.015577131622877688,1,0.14554926753044128,0.7406729635730551,0.7406729635730551
"Normal(μ=0, σ=1)",100,5,1.9744038581848145,0.611702561378479,1.092617392539978,0.9618295431137085,200,0.0,0.5830090612540064,0.5830090612540064,0,0.1502280831336975,0.2481467476862791,0.2481467476862791
"Normal(μ=0, σ=1)",100,6,2.0655369758605957,0.6230354905128479,1.116007685661316,0.9859442114830017,200,0.02933109335668105,0.8154147124661313,0.8154147124661313,0,0.06388558447360992,0.5619036242277474,0.5619036242277474
"Normal(μ=0, σ=1)",100,7,1.9549660682678223,0.5799472332000732,1.0604047775268555,0.9609150886535645,200,0.0,0.7020569828664881,0.7020569828664881,0,0.034847766160964966,0.3676494749235636,0.3676494749235636
"Normal(μ=0, σ=1)",100,8,5.923937559127808,0.591723620891571,1.0572243928909302,0.9310016632080078,200,0.04251921185019722,0.469506448503778,0.469506448503778,0,0.12212095409631729,0.46125140251339913,0.46125140251339913
"Normal(μ=0, σ=1)",100,9,1.9711661338806152,0.5578010678291321,0.9016649127006531,0.6877278089523315,200,0.12555825663350503,0.11119526053829192,0.11119526053829192,0,0.09191896766424179,0.3936705752478529,0.3936705752478529
